GEO_ID,NAME,B01003_001E,B01003_001M
1400000US08069001007,"Census Tract 10.07, Larimer County, Colorado",3553,290
1400000US08069001008,"Census Tract 10.08, Larimer County, Colorado",1974,93
1400000US08069001009,"Census Tract 10.09, Larimer County, Colorado",6381,399
1400000US08069001010,"Census Tract 10.10, Larimer County, Colorado",2898,252
1400000US08069001104,"Census Tract 11.04, Larimer County, Colorado",6099,483
1400000US08069001106,"Census Tract 11.06, Larimer County, Colorado",4949,464
1400000US08069001107,"Census Tract 11.07, Larimer County, Colorado",5212,334
1400000US08069001109,"Census Tract 11.09, Larimer County, Colorado",5130,279
1400000US08069001110,"Census Tract 11.10, Larimer County, Colorado",5589,447
1400000US08069001111,"Census Tract 11.11, Larimer County, Colorado",2279,524
1400000US08069001112,"Census Tract 11.12, Larimer County, Colorado",4675,303
1400000US08069001113,"Census Tract 11.13, Larimer County, Colorado",3688,193
1400000US08069001114,"Census Tract 11.14, Larimer County, Colorado",2293,133
1400000US08069001301,"Census Tract 13.01, Larimer County, Colorado",3509,281
1400000US08069001304,"Census Tract 13.04, Larimer County, Colorado",2846,347
1400000US08069001305,"Census Tract 13.05, Larimer County, Colorado",2943,359
1400000US08069001306,"Census Tract 13.06, Larimer County, Colorado",3038,301
1400000US08069001307,"Census Tract 13.07, Larimer County, Colorado",4571,255
1400000US08069001308,"Census Tract 13.08, Larimer County, Colorado",5737,310
1400000US08069001601,"Census Tract 16.01, Larimer County, Colorado",1581,129
1400000US08069001602,"Census Tract 16.02, Larimer County, Colorado",5632,326
1400000US08069001603,"Census Tract 16.03, Larimer County, Colorado",5681,344
1400000US08069001605,"Census Tract 16.05, Larimer County, Colorado",6220,505
1400000US08069001606,"Census Tract 16.06, Larimer County, Colorado",3645,322
1400000US08069001607,"Census Tract 16.07, Larimer County, Colorado",3892,195
1400000US08069001608,"Census Tract 16.08, Larimer County, Colorado",6411,355
1400000US08069001704,"Census Tract 17.04, Larimer County, Colorado",9989,585
1400000US08069001706,"Census Tract 17.06, Larimer County, Colorado",7216,498
1400000US08069001707,"Census Tract 17.07, Larimer County, Colorado",5964,684
1400000US08069001708,"Census Tract 17.08, Larimer County, Colorado",4645,306
1400000US08069001709,"Census Tract 17.09, Larimer County, Colorado",17875,1037
1400000US08069001804,"Census Tract 18.04, Larimer County, Colorado",4018,250
1400000US08069001806,"Census Tract 18.06, Larimer County, Colorado",7824,541
1400000US08069001807,"Census Tract 18.07, Larimer County, Colorado",6186,442
1400000US08069001808,"Census Tract 18.08, Larimer County, Colorado",4665,300
1400000US08069001809,"Census Tract 18.09, Larimer County, Colorado",11434,371
1400000US08069001901,"Census Tract 19.01, Larimer County, Colorado",4437,282
1400000US08069001902,"Census Tract 19.02, Larimer County, Colorado",4455,350
1400000US08069001903,"Census Tract 19.03, Larimer County, Colorado",3595,433
1400000US08069002005,"Census Tract 20.05, Larimer County, Colorado",5523,344
1400000US08069002007,"Census Tract 20.07, Larimer County, Colorado",3681,330
1400000US08069002008,"Census Tract 20.08, Larimer County, Colorado",4194,254
1400000US08069002010,"Census Tract 20.10, Larimer County, Colorado",2565,167
1400000US08069002011,"Census Tract 20.11, Larimer County, Colorado",5188,357
1400000US08069002300,"Census Tract 23, Larimer County, Colorado",3513,328
1400000US08069002401,"Census Tract 24.01, Larimer County, Colorado",1352,255
1400000US08069002402,"Census Tract 24.02, Larimer County, Colorado",2700,248
1400000US08069002501,"Census Tract 25.01, Larimer County, Colorado",11250,655
1400000US08069002502,"Census Tract 25.02, Larimer County, Colorado",12151,882
1400000US08069002503,"Census Tract 25.03, Larimer County, Colorado",2666,220
1400000US08069002600,"Census Tract 26, Larimer County, Colorado",7794,436
1400000US08069002700,"Census Tract 27, Larimer County, Colorado",6321,383
1400000US08069002801,"Census Tract 28.01, Larimer County, Colorado",3507,385
1400000US08069002802,"Census Tract 28.02, Larimer County, Colorado",6616,473
1400000US08069002803,"Census Tract 28.03, Larimer County, Colorado",53,41
1400000US08071000100,"Census Tract 1, Las Animas County, Colorado",3521,277
1400000US08071000200,"Census Tract 2, Las Animas County, Colorado",2128,194
1400000US08071000300,"Census Tract 3, Las Animas County, Colorado",2073,193
1400000US08071000400,"Census Tract 4, Las Animas County, Colorado",2132,230
1400000US08071000500,"Census Tract 5, Las Animas County, Colorado",1863,162
1400000US08071000800,"Census Tract 8, Las Animas County, Colorado",2549,272
1400000US08073961700,"Census Tract 9617, Lincoln County, Colorado",3588,427
1400000US08073961800,"Census Tract 9618, Lincoln County, Colorado",1997,427
1400000US08075965900,"Census Tract 9659, Logan County, Colorado",1030,134
1400000US08075966000,"Census Tract 9660, Logan County, Colorado",2204,215
1400000US08075966100,"Census Tract 9661, Logan County, Colorado",7764,577
1400000US08075966200,"Census Tract 9662, Logan County, Colorado",4070,393
1400000US08075966300,"Census Tract 9663, Logan County, Colorado",5148,451
1400000US08075966400,"Census Tract 9664, Logan County, Colorado",2164,269
1400000US08077000200,"Census Tract 2, Mesa County, Colorado",2068,236
1400000US08077000300,"Census Tract 3, Mesa County, Colorado",1444,130
1400000US08077000400,"Census Tract 4, Mesa County, Colorado",3669,248
1400000US08077000500,"Census Tract 5, Mesa County, Colorado",3117,305
1400000US08077000601,"Census Tract 6.01, Mesa County, Colorado",4605,730
1400000US08077000602,"Census Tract 6.02, Mesa County, Colorado",4627,436
1400000US08077000700,"Census Tract 7, Mesa County, Colorado",4268,319
1400000US08077000800,"Census Tract 8, Mesa County, Colorado",9164,835
1400000US08077000900,"Census Tract 9, Mesa County, Colorado",3547,356
1400000US08077001001,"Census Tract 10.01, Mesa County, Colorado",5613,585
1400000US08077001002,"Census Tract 10.02, Mesa County, Colorado",6524,395
1400000US08077001101,"Census Tract 11.01, Mesa County, Colorado",8122,604
1400000US08077001102,"Census Tract 11.02, Mesa County, Colorado",4515,277
1400000US08077001200,"Census Tract 12, Mesa County, Colorado",2220,228
1400000US08077001301,"Census Tract 13.01, Mesa County, Colorado",8772,719
1400000US08077001302,"Census Tract 13.02, Mesa County, Colorado",5149,437
1400000US08077001402,"Census Tract 14.02, Mesa County, Colorado",5699,443
1400000US08077001403,"Census Tract 14.03, Mesa County, Colorado",3423,282
1400000US08077001404,"Census Tract 14.04, Mesa County, Colorado",5012,358
1400000US08077001501,"Census Tract 15.01, Mesa County, Colorado",13408,408
1400000US08077001502,"Census Tract 15.02, Mesa County, Colorado",7616,585
1400000US08077001600,"Census Tract 16, Mesa County, Colorado",3722,243
1400000US08077001702,"Census Tract 17.02, Mesa County, Colorado",4757,411
1400000US08077001703,"Census Tract 17.03, Mesa County, Colorado",4325,432
1400000US08077001705,"Census Tract 17.05, Mesa County, Colorado",5765,748
1400000US08077001706,"Census Tract 17.06, Mesa County, Colorado",6189,733
1400000US08077001707,"Census Tract 17.07, Mesa County, Colorado",5826,654
1400000US08077001800,"Census Tract 18, Mesa County, Colorado",3039,318
1400000US08077001900,"Census Tract 19, Mesa County, Colorado",5013,399
1400000US08079973600,"Census Tract 9736, Mineral County, Colorado",824,112
1400000US08081000300,"Census Tract 3, Moffat County, Colorado",2693,325
1400000US08081000400,"Census Tract 4, Moffat County, Colorado",4602,488
1400000US08081000500,"Census Tract 5, Moffat County, Colorado",4558,303
1400000US08081000600,"Census Tract 6, Moffat County, Colorado",1274,250
1400000US08083941100,"Census Tract 9411, Montezuma County, Colorado",1815,360
1400000US08083969000,"Census Tract 9690, Montezuma County, Colorado",3407,311
1400000US08083969100,"Census Tract 9691, Montezuma County, Colorado",3718,347
1400000US08083969200,"Census Tract 9692, Montezuma County, Colorado",2632,278
1400000US08083969300,"Census Tract 9693, Montezuma County, Colorado",5973,422
1400000US08083969400,"Census Tract 9694, Montezuma County, Colorado",3628,277
1400000US08083969600,"Census Tract 9696, Montezuma County, Colorado",4858,505
1400000US08085966100,"Census Tract 9661, Montrose County, Colorado",2239,225
1400000US08085966201,"Census Tract 9662.01, Montrose County, Colorado",2547,285
1400000US08085966202,"Census Tract 9662.02, Montrose County, Colorado",4211,424
1400000US08085966300,"Census Tract 9663, Montrose County, Colorado",5849,436
1400000US08085966400,"Census Tract 9664, Montrose County, Colorado",6513,476
1400000US08085966501,"Census Tract 9665.01, Montrose County, Colorado",3021,293
1400000US08085966502,"Census Tract 9665.02, Montrose County, Colorado",3737,297
1400000US08085966503,"Census Tract 9665.03, Montrose County, Colorado",3773,378
1400000US08085966601,"Census Tract 9666.01, Montrose County, Colorado",5155,378
1400000US08085966602,"Census Tract 9666.02, Montrose County, Colorado",4641,329
1400000US08087000100,"Census Tract 1, Morgan County, Colorado",2794,330
1400000US08087000200,"Census Tract 2, Morgan County, Colorado",2915,237
1400000US08087000300,"Census Tract 3, Morgan County, Colorado",1973,238
1400000US08087000400,"Census Tract 4, Morgan County, Colorado",3963,377
1400000US08087000500,"Census Tract 5, Morgan County, Colorado",2664,281
1400000US08087000600,"Census Tract 6, Morgan County, Colorado",6518,509
1400000US08087000700,"Census Tract 7, Morgan County, Colorado",5971,283
1400000US08087000800,"Census Tract 8, Morgan County, Colorado",1719,189
1400000US08089968000,"Census Tract 9680, Otero County, Colorado",1593,187
1400000US08089968100,"Census Tract 9681, Otero County, Colorado",2527,373
1400000US08089968200,"Census Tract 9682, Otero County, Colorado",2764,234
1400000US08089968300,"Census Tract 9683, Otero County, Colorado",4104,376
1400000US08089968400,"Census Tract 9684, Otero County, Colorado",1101,177
1400000US08089968500,"Census Tract 9685, Otero County, Colorado",1608,144
1400000US08089968600,"Census Tract 9686, Otero County, Colorado",4585,294
1400000US08091967600,"Census Tract 9676, Ouray County, Colorado",4796,*****
1400000US08093000100,"Census Tract 1, Park County, Colorado",7051,580
1400000US08093000200,"Census Tract 2, Park County, Colorado",3836,461
1400000US08093000300,"Census Tract 3, Park County, Colorado",2900,388
1400000US08093000400,"Census Tract 4, Park County, Colorado",1378,397
1400000US08093000500,"Census Tract 5, Park County, Colorado",2702,436
1400000US08095967600,"Census Tract 9676, Phillips County, Colorado",3050,107
1400000US08095967700,"Census Tract 9677, Phillips County, Colorado",1240,108
1400000US08097000100,"Census Tract 1, Pitkin County, Colorado",7440,481
1400000US08097000401,"Census Tract 4.01, Pitkin County, Colorado",4779,515
1400000US08097000402,"Census Tract 4.02, Pitkin County, Colorado",2926,440
1400000US08097000500,"Census Tract 5, Pitkin County, Colorado",2781,412
1400000US08099000100,"Census Tract 1, Prowers County, Colorado",1490,121
1400000US08099000200,"Census Tract 2, Prowers County, Colorado",2421,232
1400000US08099000300,"Census Tract 3, Prowers County, Colorado",4575,237
1400000US08099000600,"Census Tract 6, Prowers County, Colorado",1365,132
1400000US08099000700,"Census Tract 7, Prowers County, Colorado",2171,164
1400000US08101000100,"Census Tract 1, Pueblo County, Colorado",2576,263
1400000US08101000200,"Census Tract 2, Pueblo County, Colorado",2019,265
1400000US08101000300,"Census Tract 3, Pueblo County, Colorado",1838,215
1400000US08101000400,"Census Tract 4, Pueblo County, Colorado",2714,354
1400000US08101000500,"Census Tract 5, Pueblo County, Colorado",2062,180
1400000US08101000600,"Census Tract 6, Pueblo County, Colorado",1920,226
1400000US08101000800,"Census Tract 8, Pueblo County, Colorado",3130,247
1400000US08101000902,"Census Tract 9.02, Pueblo County, Colorado",6327,463
1400000US08101000903,"Census Tract 9.03, Pueblo County, Colorado",521,190
1400000US08101000904,"Census Tract 9.04, Pueblo County, Colorado",3999,377
1400000US08101000905,"Census Tract 9.05, Pueblo County, Colorado",2242,243
1400000US08101001000,"Census Tract 10, Pueblo County, Colorado",4761,482
1400000US08101001100,"Census Tract 11, Pueblo County, Colorado",2169,290
1400000US08101001200,"Census Tract 12, Pueblo County, Colorado",2267,228
1400000US08101001400,"Census Tract 14, Pueblo County, Colorado",1476,184
1400000US08101001500,"Census Tract 15, Pueblo County, Colorado",2362,215
1400000US08101001600,"Census Tract 16, Pueblo County, Colorado",1737,137
1400000US08101001700,"Census Tract 17, Pueblo County, Colorado",4880,431
1400000US08101001800,"Census Tract 18, Pueblo County, Colorado",2208,207
1400000US08101001900,"Census Tract 19, Pueblo County, Colorado",1624,195
1400000US08101002000,"Census Tract 20, Pueblo County, Colorado",3186,334
1400000US08101002100,"Census Tract 21, Pueblo County, Colorado",1394,201
1400000US08101002200,"Census Tract 22, Pueblo County, Colorado",1577,176
1400000US08101002300,"Census Tract 23, Pueblo County, Colorado",3985,424
1400000US08101002400,"Census Tract 24, Pueblo County, Colorado",1670,229
1400000US08101002500,"Census Tract 25, Pueblo County, Colorado",2633,253
1400000US08101002600,"Census Tract 26, Pueblo County, Colorado",4089,444
1400000US08101002700,"Census Tract 27, Pueblo County, Colorado",5328,638
1400000US08101002801,"Census Tract 28.01, Pueblo County, Colorado",5194,451
1400000US08101002802,"Census Tract 28.02, Pueblo County, Colorado",3596,303
1400000US08101002804,"Census Tract 28.04, Pueblo County, Colorado",4716,537
1400000US08101002806,"Census Tract 28.06, Pueblo County, Colorado",4236,428
1400000US08101002807,"Census Tract 28.07, Pueblo County, Colorado",4807,347
1400000US08101002808,"Census Tract 28.08, Pueblo County, Colorado",3326,332
1400000US08101002901,"Census Tract 29.01, Pueblo County, Colorado",2983,284
1400000US08101002903,"Census Tract 29.03, Pueblo County, Colorado",7952,530
1400000US08101002906,"Census Tract 29.06, Pueblo County, Colorado",4321,260
1400000US08101002911,"Census Tract 29.11, Pueblo County, Colorado",2894,168
1400000US08101002912,"Census Tract 29.12, Pueblo County, Colorado",1770,186
1400000US08101002913,"Census Tract 29.13, Pueblo County, Colorado",3224,174
1400000US08101002914,"Census Tract 29.14, Pueblo County, Colorado",3161,239
1400000US08101002915,"Census Tract 29.15, Pueblo County, Colorado",2693,180
1400000US08101002916,"Census Tract 29.16, Pueblo County, Colorado",3228,312
1400000US08101002917,"Census Tract 29.17, Pueblo County, Colorado",3128,201
1400000US08101002918,"Census Tract 29.18, Pueblo County, Colorado",7480,681
1400000US08101003001,"Census Tract 30.01, Pueblo County, Colorado",1448,221
1400000US08101003004,"Census Tract 30.04, Pueblo County, Colorado",2948,246
1400000US08101003103,"Census Tract 31.03, Pueblo County, Colorado",1863,167
1400000US08101003104,"Census Tract 31.04, Pueblo County, Colorado",2189,156
1400000US08101003105,"Census Tract 31.05, Pueblo County, Colorado",3446,184
1400000US08101003106,"Census Tract 31.06, Pueblo County, Colorado",1321,215
1400000US08101003200,"Census Tract 32, Pueblo County, Colorado",3354,396
1400000US08101003500,"Census Tract 35, Pueblo County, Colorado",1876,242
1400000US08101003600,"Census Tract 36, Pueblo County, Colorado",2134,213
1400000US08101980100,"Census Tract 9801, Pueblo County, Colorado",0,12
1400000US08103951100,"Census Tract 9511, Rio Blanco County, Colorado",3696,234
1400000US08103951200,"Census Tract 9512, Rio Blanco County, Colorado",2688,234
1400000US08105976700,"Census Tract 9767, Rio Grande County, Colorado",5079,322
1400000US08105976800,"Census Tract 9768, Rio Grande County, Colorado",1805,248
1400000US08105977000,"Census Tract 9770, Rio Grande County, Colorado",4421,346
1400000US08107000100,"Census Tract 1, Routt County, Colorado",1988,331
1400000US08107000200,"Census Tract 2, Routt County, Colorado",2293,271
1400000US08107000300,"Census Tract 3, Routt County, Colorado",2323,330
1400000US08107000400,"Census Tract 4, Routt County, Colorado",3949,401
1400000US08107000500,"Census Tract 5, Routt County, Colorado",4488,506
1400000US08107000600,"Census Tract 6, Routt County, Colorado",3017,353
1400000US08107000700,"Census Tract 7, Routt County, Colorado",4919,580
1400000US08107000800,"Census Tract 8, Routt County, Colorado",2095,285
1400000US08109977600,"Census Tract 9776, Saguache County, Colorado",3368,211
1400000US08109977700,"Census Tract 9777, Saguache County, Colorado",3224,211
1400000US08111972600,"Census Tract 9726, San Juan County, Colorado",589,102
1400000US08113968101,"Census Tract 9681.01, San Miguel County, Colorado",1965,229
1400000US08113968102,"Census Tract 9681.02, San Miguel County, Colorado",2107,193
1400000US08113968103,"Census Tract 9681.03, San Miguel County, Colorado",2140,217
1400000US08113968200,"Census Tract 9682, San Miguel County, Colorado",1837,213
1400000US08115968300,"Census Tract 9683, Sedgwick County, Colorado",2322,*****
1400000US08117000100,"Census Tract 1, Summit County, Colorado",8332,813
1400000US08117000200,"Census Tract 2, Summit County, Colorado",7665,830
1400000US08117000300,"Census Tract 3, Summit County, Colorado",4483,484
1400000US08117000401,"Census Tract 4.01, Summit County, Colorado",4144,616
1400000US08117000402,"Census Tract 4.02, Summit County, Colorado",6025,797
1400000US08119010103,"Census Tract 101.03, Teller County, Colorado",8064,363
1400000US08119010104,"Census Tract 101.04, Teller County, Colorado",2193,219
1400000US08119010105,"Census Tract 101.05, Teller County, Colorado",6515,558
1400000US08119010106,"Census Tract 101.06, Teller County, Colorado",4874,509
1400000US08119010201,"Census Tract 102.01, Teller County, Colorado",2312,263
1400000US08119010202,"Census Tract 102.02, Teller County, Colorado",566,114
1400000US08121924100,"Census Tract 9241, Washington County, Colorado",2043,113
1400000US08121924200,"Census Tract 9242, Washington County, Colorado",2825,112
1400000US08123000100,"Census Tract 1, Weld County, Colorado",2789,258
1400000US08123000200,"Census Tract 2, Weld County, Colorado",3861,421
1400000US08123000300,"Census Tract 3, Weld County, Colorado",2323,284
1400000US08123000401,"Census Tract 4.01, Weld County, Colorado",3560,348
1400000US08123000402,"Census Tract 4.02, Weld County, Colorado",3969,386
1400000US08123000501,"Census Tract 5.01, Weld County, Colorado",3534,383
1400000US08123000502,"Census Tract 5.02, Weld County, Colorado",3684,479
1400000US08123000600,"Census Tract 6, Weld County, Colorado",2268,319
1400000US08123000701,"Census Tract 7.01, Weld County, Colorado",1653,193
1400000US08123000703,"Census Tract 7.03, Weld County, Colorado",6713,540
1400000US08123000704,"Census Tract 7.04, Weld County, Colorado",1112,134
1400000US08123000705,"Census Tract 7.05, Weld County, Colorado",1663,172
1400000US08123000800,"Census Tract 8, Weld County, Colorado",3189,411
1400000US08123000900,"Census Tract 9, Weld County, Colorado",3575,357
1400000US08123001003,"Census Tract 10.03, Weld County, Colorado",4616,359
1400000US08123001004,"Census Tract 10.04, Weld County, Colorado",4292,390
1400000US08123001005,"Census Tract 10.05, Weld County, Colorado",7495,463
1400000US08123001006,"Census Tract 10.06, Weld County, Colorado",4892,327
1400000US08123001100,"Census Tract 11, Weld County, Colorado",4859,376
1400000US08123001201,"Census Tract 12.01, Weld County, Colorado",4419,330
1400000US08123001202,"Census Tract 12.02, Weld County, Colorado",2833,257
1400000US08123001300,"Census Tract 13, Weld County, Colorado",7162,883
1400000US08123001404,"Census Tract 14.04, Weld County, Colorado",3178,268
1400000US08123001405,"Census Tract 14.05, Weld County, Colorado",4782,331
1400000US08123001406,"Census Tract 14.06, Weld County, Colorado",6065,504
1400000US08123001407,"Census Tract 14.07, Weld County, Colorado",3506,207
1400000US08123001408,"Census Tract 14.08, Weld County, Colorado",1924,186
1400000US08123001409,"Census Tract 14.09, Weld County, Colorado",3522,304
1400000US08123001410,"Census Tract 14.10, Weld County, Colorado",3505,352
1400000US08123001411,"Census Tract 14.11, Weld County, Colorado",2615,256
1400000US08123001412,"Census Tract 14.12, Weld County, Colorado",3147,251
1400000US08123001413,"Census Tract 14.13, Weld County, Colorado",2716,351
1400000US08123001414,"Census Tract 14.14, Weld County, Colorado",2339,117
1400000US08123001415,"Census Tract 14.15, Weld County, Colorado",3638,281
1400000US08123001416,"Census Tract 14.16, Weld County, Colorado",2837,147
1400000US08123001417,"Census Tract 14.17, Weld County, Colorado",3000,198
1400000US08123001500,"Census Tract 15, Weld County, Colorado",7357,419
1400000US08123001600,"Census Tract 16, Weld County, Colorado",4552,310
1400000US08123001700,"Census Tract 17, Weld County, Colorado",5460,336
1400000US08123001800,"Census Tract 18, Weld County, Colorado",4678,429
1400000US08123001902,"Census Tract 19.02, Weld County, Colorado",8270,517
1400000US08123001905,"Census Tract 19.05, Weld County, Colorado",4655,309
1400000US08123001906,"Census Tract 19.06, Weld County, Colorado",1716,333
1400000US08123001907,"Census Tract 19.07, Weld County, Colorado",2965,320
1400000US08123001908,"Census Tract 19.08, Weld County, Colorado",2901,330
1400000US08123002004,"Census Tract 20.04, Weld County, Colorado",4528,128
1400000US08123002005,"Census Tract 20.05, Weld County, Colorado",1158,133
1400000US08123002006,"Census Tract 20.06, Weld County, Colorado",288,120
1400000US08123002007,"Census Tract 20.07, Weld County, Colorado",6611,244
1400000US08123002008,"Census Tract 20.08, Weld County, Colorado",5434,270
1400000US08123002009,"Census Tract 20.09, Weld County, Colorado",2859,237
1400000US08123002010,"Census Tract 20.10, Weld County, Colorado",2666,285
1400000US08123002011,"Census Tract 20.11, Weld County, Colorado",1605,245
1400000US08123002012,"Census Tract 20.12, Weld County, Colorado",1263,74
1400000US08123002013,"Census Tract 20.13, Weld County, Colorado",3255,197
1400000US08123002014,"Census Tract 20.14, Weld County, Colorado",2172,183
1400000US08123002015,"Census Tract 20.15, Weld County, Colorado",1308,93
1400000US08123002016,"Census Tract 20.16, Weld County, Colorado",3222,329
1400000US08123002017,"Census Tract 20.17, Weld County, Colorado",683,91
1400000US08123002018,"Census Tract 20.18, Weld County, Colorado",1856,158
1400000US08123002019,"Census Tract 20.19, Weld County, Colorado",5860,301
1400000US08123002020,"Census Tract 20.20, Weld County, Colorado",6041,315
1400000US08123002021,"Census Tract 20.21, Weld County, Colorado",738,156
1400000US08123002101,"Census Tract 21.01, Weld County, Colorado",10099,728
1400000US08123002102,"Census Tract 21.02, Weld County, Colorado",13140,203
1400000US08123002103,"Census Tract 21.03, Weld County, Colorado",10665,831
1400000US08123002203,"Census Tract 22.03, Weld County, Colorado",2861,261
1400000US08123002204,"Census Tract 22.04, Weld County, Colorado",1998,136
1400000US08123002205,"Census Tract 22.05, Weld County, Colorado",4954,250
1400000US08123002206,"Census Tract 22.06, Weld County, Colorado",3647,239
1400000US08123002207,"Census Tract 22.07, Weld County, Colorado",3530,206
1400000US08123002208,"Census Tract 22.08, Weld County, Colorado",6576,291
1400000US08123002209,"Census Tract 22.09, Weld County, Colorado",2622,205
1400000US08123002210,"Census Tract 22.10, Weld County, Colorado",1064,78
1400000US08123002300,"Census Tract 23, Weld County, Colorado",5586,425
1400000US08123002501,"Census Tract 25.01, Weld County, Colorado",5535,434
1400000US08123002502,"Census Tract 25.02, Weld County, Colorado",7732,665
1400000US08125963100,"Census Tract 9631, Yuma County, Colorado",4422,285
1400000US08125963200,"Census Tract 9632, Yuma County, Colorado",5581,285
